Edad,Genero,Nivel_Educativo,Ingresos_Mensuales
62,0,2,1041.657660017655
49,0,2,1052.2182143596328
62,1,1,7905.197553196348
64,0,3,15620.933036577968
38,1,3,2831.2039706612586
33,0,2,6569.920628698971
38,1,1,6505.495316653466
28,1,3,4168.082430854051
54,0,3,10976.526858459883
53,1,1,4378.286984428478
52,1,3,5586.519047250328
36,0,2,6938.035422478323
37,1,2,5377.960293598156
35,1,1,2905.7893007305224
64,1,3,12922.098120175951
58,1,3,13468.23416942222
31,1,2,7581.432331028319
32,1,3,5207.458321384709
48,0,3,1246.1789603153284
18,1,3,2252.4625317156106
20,0,1,7978.190468596277
33,0,1,-5170.86372703555
40,1,1,7270.743225892509
28,1,3,1438.4744297366142
29,1,3,4593.631512176218
27,1,3,19830.982221103703
49,0,1,8512.525913912252
33,0,3,882.4155665484022
25,0,3,1459.3144182979272
55,1,2,7984.644432323288
29,0,2,2882.053227954325
41,1,2,5034.387855191568
45,1,3,9435.727061891019
25,1,2,10017.131090200166
45,1,1,11693.58751918342
53,0,2,12183.149439565685
43,1,2,2400.972963403843
25,0,2,8273.353039683036
45,1,1,8551.01965404499
45,1,1,7078.527636514737
54,1,2,16202.787267901162
58,1,1,14053.970041628414
53,0,3,4886.685894959964
44,0,1,8521.292217955706
34,0,2,7697.339510165646
26,0,1,5979.4555178417895
50,1,2,5234.0052572153745
37,0,2,1943.1859320380786
30,1,1,937.173366616847
45,0,3,13413.355489988808
65,0,3,9253.586022221054
46,0,1,13894.011151289384
30,0,2,7996.752719761411
63,0,2,4752.823355315923
52,0,3,1920.2406082242742
23,1,1,11138.437969686574
35,0,1,239.54081472898451
22,1,2,8690.20477014979
64,0,2,14485.94322336949
42,1,3,7572.4108871767485
19,1,1,707.2201723942026
27,0,2,4708.5714845797265
47,1,3,587.4969472968323
62,0,2,-746.9242923358706
22,0,1,6321.316655055312
50,1,3,3748.981834900921
18,1,2,2026.857238198942
35,0,3,10445.39972360089
49,1,2,8544.124632134524
64,0,3,10533.445434485224
28,1,3,1221.4644464958283
38,1,3,4801.183697715567
43,0,1,3033.4974405580606
42,1,1,7776.081222484532
39,0,1,-2350.553487731374
44,0,3,-526.1351769558678
30,0,1,11773.057729508015
50,0,3,14717.753762722818
51,0,1,9440.278013809557
58,1,3,-512.8026442098762
52,0,2,2647.0623420891243
18,0,1,3644.3283470189117
38,1,2,7869.045358762839
65,1,1,9116.288555452102
23,1,2,4169.774459480145
45,0,1,4929.230330841746
34,1,2,10069.8517213865
22,1,1,260.0015146719106
48,0,3,14633.118217763578
22,0,1,15683.334333257517
55,1,1,328.82311986943114
20,1,3,3853.9351217154554
40,1,2,10835.832494490973
54,1,1,9608.848338920041
54,0,1,21087.10223099235
27,1,3,5109.240793394612
27,1,2,11369.29806407445
36,0,3,4979.2215714892445
34,0,2,-3183.282348218283
38,1,2,7873.259846383633
31,1,2,3332.1764161878723
26,1,1,4998.560047802597
63,0,1,14485.675812274789
18,0,1,2595.451932270313
62,1,3,2317.1584527626246
30,0,1,13397.523774606094
21,1,3,1468.3893518204695
18,1,2,3918.78447694735
57,1,3,11403.75170499057
49,0,2,13719.163858151831
51,1,3,5098.322134879316
45,0,2,9637.24868120648
48,0,1,3669.4697208297875
25,0,3,4906.03088828857
56,1,1,4625.79200928145
43,0,3,11357.381986154714
51,1,1,-3580.943398249685
20,0,2,7854.851514521897
29,1,2,2874.9479461080714
18,0,3,12299.285317029058
61,0,1,12833.507976689434
22,0,3,-3977.109664664953
47,0,1,12932.024889600616
47,1,2,6129.890148036783
34,0,3,8085.746608820846
65,1,1,6669.39332227682
64,0,3,4564.737361538641
40,1,1,10770.514885425255
32,1,1,2334.403156065673
54,0,3,16720.584687275492
38,0,1,9230.299947716408
31,0,3,3660.108324808234
19,1,1,4913.963512416167
28,1,1,202.68134602821965
56,0,2,9683.303997811663
55,0,2,9889.727830753356
51,1,3,12917.42895339161
55,1,1,7585.522608362383
51,0,3,6235.603156499885
35,0,2,8600.9853326414
47,0,2,1834.805515111807
32,1,2,6769.80328342571
44,1,2,10504.912095434589
51,1,1,3437.2052407983488
55,0,2,419.94701299964163
50,1,2,14276.583819172662
41,0,2,2422.6212138649025
32,0,2,12432.963826408868
47,0,2,10749.548580301685
59,0,1,9179.23821846263
34,1,3,948.6360744210142
22,1,3,-7750.184060436259
46,0,1,9429.081063003268
21,1,3,10700.114024234634
27,1,2,-2452.149021318204
34,0,2,9365.957057881229
27,1,1,-2981.0756560593363
34,1,2,16410.72026606019
37,1,2,1849.9649259659031
41,0,1,1001.7135849037777
22,0,1,7297.532108206619
51,1,1,4388.559627568078
23,0,1,-107.48767786413055
19,1,1,16545.89361903901
30,0,2,6055.575631472898
60,1,2,7812.19071917042
60,0,3,10659.845036606614
65,1,3,11365.896356885743
28,0,1,1850.4591988853988
64,0,2,-1760.504199205705
40,0,1,6505.610955863067
33,1,3,9457.959173171406
48,1,2,14798.731201090273
28,0,1,2295.1208432021167
33,1,1,2383.632414249817
25,1,1,5981.711916528248
21,0,3,2568.9699164697677
57,1,2,15101.633029653642
21,0,2,6445.9229867781105
42,1,2,11586.183895135575
20,1,2,3702.2533771925046
49,0,2,9678.241339575055
20,1,3,16001.587854781326
44,0,2,1637.8431983181372
46,1,1,-6180.273438768043
49,1,1,8359.61476573479
36,1,2,11163.259913931313
38,1,2,3794.7567695352745
22,0,3,7351.951280933195
35,0,3,8613.665983055469
45,1,2,9072.766280411657
59,1,3,6528.931644921573
39,0,3,12293.772943744912
38,1,3,4271.581489436892
23,0,1,3107.112926522369
18,0,1,1151.1268131645938
22,1,2,5503.442488307819
58,0,2,-1413.1056463805544
29,1,2,-452.8364043877564
43,0,1,3045.266563332673
63,1,2,8094.1943696832195
51,1,3,5741.278354429733
31,0,1,-4319.0270933756365
43,0,1,2042.3727891318786
62,0,1,2154.509691711145
44,0,3,6044.940984248628
26,1,1,-2513.7548482168186
43,1,3,3907.343651464224
64,0,3,7058.967545056516
39,0,3,10994.243625864805
64,1,2,12868.878313997964
47,1,3,4424.38334259252
60,0,3,8935.13393881963
65,1,1,10086.672585115855
34,0,2,-287.733998683987
43,1,2,4416.9457593488005
53,1,2,10062.464906277497
18,1,2,2070.506869080281
25,1,3,5150.222777976291
52,1,1,6700.409233733029
32,1,3,7810.868110156868
64,1,2,9723.201466485625
39,0,2,518.4120258631347
31,1,1,661.8356480935249
43,1,1,-985.8883365542133
45,0,3,2476.4668167410528
40,0,3,15797.854737767537
31,0,3,20655.697166365324
41,1,2,-4837.1648091380175
19,0,3,3870.3548091785306
62,1,2,2666.503042817508
43,0,1,6186.952368139396
31,0,3,12827.485103779534
24,1,3,9214.377626271675
20,0,2,6613.977898295201
64,1,3,11698.54797747872
40,1,2,-1007.2336906966948
63,1,2,9565.284151839489
60,1,1,4054.3252681351246
64,1,3,9953.100248001254
62,0,2,5220.035615930625
35,0,3,13210.643756493031
55,0,1,13999.017781323577
52,0,3,11410.157335002858
32,0,2,3210.951703302072
42,1,3,4260.519078941314
54,1,2,9500.345129722758
45,1,2,300.88460372821373
27,1,1,3743.3026278497478
56,1,3,7966.994181048871
34,0,3,14189.679269175129
56,1,2,9712.511998012435
39,1,1,4618.37124486517
43,1,2,2010.533289204057
61,1,1,4396.516366006616
42,0,3,15734.408315261824
34,0,2,2815.0770268016176
30,0,2,2255.9593369788977
37,1,2,326.99349866380726
42,0,3,1786.3453265479493
21,1,3,10251.728554748153
27,1,1,2794.5054643162084
20,0,1,9985.203996386077
58,1,3,6835.356814334169
62,1,2,9549.838030511703
35,0,3,5587.345133533169
64,0,1,12895.436768813532
53,0,3,13613.203523268541
64,0,1,7885.233157848187
39,0,3,5546.742545704121
51,0,1,6127.336213015721
64,0,3,7177.42798038896
25,0,3,-1449.0190857757525
57,1,3,4264.08608558255
61,1,3,19167.434157900127
36,0,2,10780.177265187776
59,0,3,6776.282017041427
58,1,3,9011.772890129901
54,0,2,12499.159462110296
23,0,1,2400.354597336692
43,1,3,3853.6492635102036
51,0,3,-3103.1237326642367
62,1,3,7721.2905451726
23,1,1,1648.3772717648426
54,1,1,-377.56808216143145
50,1,1,4763.878740353759
39,0,1,6005.290428951358
38,1,3,2340.148899408896
23,0,1,-298.27470817926815
23,0,1,8458.62791106158
65,1,1,9268.119627895501
21,0,3,7342.951036962897
47,1,2,7452.796500565154
28,1,3,3210.316493711655
47,1,2,12956.705976873276
48,0,2,4133.965062563999
41,1,2,6573.427591373943
26,1,2,-1638.702284482838
20,0,1,5226.1356861757595
48,1,1,6479.135586143347
57,1,2,5825.432118838448
54,0,1,12360.592885233094
53,0,3,4662.1304569258355
41,1,3,6580.317456006888
