ID,Y,X
6144915,19.38404909,-99.18521948
6860543,19.35422893,-99.18541065
6144960,19.48834668,-99.08170066
6143454,19.3651984,-99.27053857
924614,19.37824254,-99.19408651
6144633,19.37781741,-99.19367268
6734985,19.4638503,-99.16975923
955827,19.36290078,-99.18769452
6144454,19.48672951,-99.15075389
6144536,19.43639076,-99.20941486
6144592,19.36146814,-99.15189082
6858819,19.38280789,-99.17314636
6727218,19.45157974,-99.21758044
6164714,19.41399019,-99.16478525
6860382,19.37648161,-99.1778701
876485,19.38505564,-99.17633629
6144883,19.47722484,-99.10004484
6144395,19.40530574,-99.16014775
6144662,19.39361142,-99.17724939
6151522,19.29524072,-99.01244077
933062,19.39469531,-99.17352978
6144598,19.39513599,-99.15891511
847113,19.37302482,-99.1823946
6144712,19.36325665,-99.18986828
6860553,19.35493693,-99.18744114
6144649,19.40587905,-99.19975728
6144630,19.3769832,-99.26528403
6144835,19.25937863,-99.10967002
6144778,19.34277172,-99.18939564
6144397,19.44926585,-99.13436096
902469,19.39145636,-99.16529245
6144863,19.4370949,-99.17778507
6144852,19.4201636,-99.16307962
6848641,19.34638106,-99.18499119
868645,19.40580484,-99.16484603
6144967,19.45118308,-99.16527554
6144771,19.3762757,-99.20106846
6858607,19.38322751,-99.15214884
6509735,19.34334532,-99.14891593
6144457,19.5250607,-99.15053886
6144520,19.43680143,-99.21050864
6144600,19.39644846,-99.15962968
6144464,19.40533731,-99.11496829
6144845,19.43491892,-99.1557428
6144576,19.31360606,-99.15508386
6144650,19.45401226,-99.1916828
6858104,19.43623017,-99.20398398
6884434,19.43218005,-99.18076015
6144634,19.35538134,-99.20399798
6144489,19.46131386,-99.1222884
6144841,19.34622972,-99.18811088
6861429,19.35580973,-99.14449907
691012,19.42682346,-99.22052178
855417,19.28643784,-99.18586082
1061040,19.47635347,-99.14680418
772538,19.40836386,-99.19824676
6752597,19.35886759,-99.18532473
6858276,19.4300361,-99.21517596
1060547,19.3694126,-99.17497981
6144695,19.36619229,-99.13912866
6868858,19.39005633,-99.18641995
6766112,19.46383375,-99.1881986
6710107,19.41512427,-99.1634513
666825,19.48177309,-99.18079594
6144737,19.43150395,-99.15435311
6144783,19.39017931,-99.18013252
6144787,19.38132309,-99.17919387
6144758,19.37720822,-99.17443818
941161,19.25760715,-99.11046243
657991,19.35161337,-99.18930379
964864,19.38311414,-99.14776761
6880433,19.30454079,-99.20208287
6144816,19.39929166,-99.16999837
6144827,19.34035382,-99.14834766
6144517,19.50627857,-99.09165863
6144836,19.35467152,-99.18498938
870001,19.39469531,-99.17352978
895269,19.41892131,-99.15869755
912820,19.31049508,-99.22384857
6144698,19.3325588,-99.1412892
6144688,19.39176361,-99.17329906
6861749,19.32477314,-99.21771444
6144887,19.35130146,-99.19081011
872791,19.38620692,-99.18887167
6144806,19.36165083,-99.17214391
6144467,19.36122467,-99.12882455
6144927,19.38076286,-99.17141126
6144407,19.40837326,-99.17106926
6144545,19.40503842,-99.18820682
6509750,19.33707085,-99.20388501
6144604,19.36710505,-99.17703843
6857498,19.425859,-99.20393627
6720609,19.42759743,-99.17053991
6807307,19.41991941,-99.159955
6881362,19.42894273,-99.16454387
1014555,19.35089615,-99.16275663
6144506,19.40259407,-99.09715001
935241,19.29046597,-99.11454441
872747,19.38523712,-99.18614096
698196,19.4084034,-99.08178624
6144491,19.48615161,-99.12762593
6702116,19.4231267,-99.20470237
6741502,19.42645419,-99.16969547
6871500,19.42744743,-99.16559785
6803733,19.45402362,-99.16622899
6142276,19.34437608,-99.12377785
6884179,19.43626326,-99.17349259
1039466,19.33721829,-99.22532385
915415,19.30115137,-99.188095
689024,19.44608432,-99.21627686
6144509,19.37154608,-99.12913447
6144683,19.39922714,-99.17082284
6144433,19.43709089,-99.15792662
6144583,19.38461355,-99.02426029
720128,19.38154755,-99.06350502
645348,19.52650381,-99.16882025
672573,19.51743579,-99.13452355
713183,19.36950175,-99.11224526
6861485,19.3725169,-99.16617091
6144584,19.32637506,-99.0486118
665273,19.43623802,-99.20435852
6860126,19.46523214,-99.1817632
6723974,19.35828407,-99.27374157
6810833,19.42566374,-99.17139004
677908,19.46376963,-99.10395848
6765431,19.40512104,-99.16469159
6144551,19.39168832,-99.13207451
691237,19.42882711,-99.20439812
818466,19.34606887,-99.06640557
6509769,19.38448012,-99.24970486
1060904,19.40362779,-99.16588753
6144387,19.43901469,-99.15620723
920316,19.36438551,-99.27721201
6144402,19.40829077,-99.1791824
6866252,19.42441434,-99.20433385
873521,19.39746637,-99.16952486
693148,19.39784506,-99.18585901
6144918,19.37096835,-99.18228792
6144531,19.42521016,-99.17849958
676673,19.48355173,-99.12227418
6144840,19.36159568,-99.18475189
6144964,19.41348028,-99.17873122
6144906,19.38141445,-99.1792318
6509657,19.37740898,-99.1472655
6881292,19.52702997,-99.14448717
6144507,19.39772634,-99.09017955
6144834,19.34722259,-99.14646855
6509696,19.41139567,-99.09343633
6144541,19.38068365,-99.02638152
6696276,19.40383126,-99.24226261
6144458,19.51608697,-99.13604012
6793297,19.42960318,-99.21496241
847150,19.38223311,-99.1547646
6144540,19.4038448,-99.24034253
6144900,19.43766089,-99.20207797
6144678,19.40916008,-99.1758133
711784,19.36417627,-99.12261429
6144404,19.3784172,-99.17722411
6793288,19.43986143,-99.1618059
672795,19.51453976,-99.14259638
787025,19.40346767,-99.10987286
871221,19.39565896,-99.18587037
6804218,19.39427369,-99.18604543
6144521,19.43816718,-99.20998037
955622,19.36619481,-99.18863489
6509714,19.32771421,-99.13247529
6144811,19.40258938,-99.13873217
6144566,19.42685452,-99.19453469
6711686,19.39328448,-99.23835375
6144728,19.41237694,-99.16548326
6144823,19.39225708,-99.14980063
6144951,19.41464792,-99.16515945
713849,19.46344009,-99.17898519
6509773,19.44058003,-99.16186312
928251,19.30608528,-99.20653813
739143,19.46019939,-99.16562624
1060667,19.3856324,-99.18050132
872760,19.38523712,-99.18614096
6144966,19.38741152,-99.25633012
6144838,19.36148292,-99.18311988
686842,19.44394285,-99.19406572
6884432,19.42995035,-99.21588927
689624,19.42965615,-99.21481128
6144968,19.41631751,-99.16855874
1060666,19.38902353,-99.19381801
6144459,19.39555454,-99.17426445
6870793,19.45080104,-99.18643052
6766413,19.43292546,-99.15553746
673706,19.47435506,-99.14556443
6785834,19.32776667,-99.13964571
6722240,19.38448012,-99.24970486
6144859,19.40256362,-99.13904929
1059884,19.37837079,-99.16542128
760935,19.43041468,-99.21017772
6857525,19.43300168,-99.17765263
920142,19.36555341,-99.28950614
996209,19.34888892,-99.18714327
6857752,19.43848252,-99.1648116
6144747,19.41816945,-99.14787308
6144613,19.38812589,-99.1432534
867912,19.4041178,-99.16726223
6144948,19.45945048,-99.12068155
898876,19.40994006,-99.16211173
766005,19.42943196,-99.17738471
6144438,19.36631598,-99.1972522
952519,19.37262396,-99.17567661
6144847,19.42905277,-99.17034454
6144776,19.34959029,-99.19053008
6713695,19.35590673,-99.2919515
6144519,19.43863349,-99.21142389
6766164,19.35621684,-99.28380164
6144833,19.35213283,-99.15810929
932360,19.38259082,-99.17654815
6860136,19.42749887,-99.20639072
6144439,19.32714165,-99.22225346
908687,19.3337479,-99.13229959
941929,19.23491844,-99.12327495
721897,19.35735947,-99.07517398
876117,19.40900682,-99.14133038
971909,19.26500936,-99.13444734
884037,19.38154434,-99.18045649
6144718,19.38483314,-99.1361366
6144694,19.28603444,-99.2176294
6798335,19.43746127,-99.18516812
6258190,19.44050121,-99.18392033
6766373,19.377914,-99.17739498
6144679,19.4021186,-99.16675277
920143,19.36555341,-99.28950614
884639,19.45867523,-99.16247044
6712913,19.38098991,-99.0893932
6144851,19.41865068,-99.16730375
6884122,19.44154852,-99.18256676
6144614,19.38526769,-99.17383652
895306,19.4185741,-99.16218685
6144708,19.39454002,-99.14600239
830649,19.33795957,-99.06039949
876003,19.40902756,-99.14221074
6884428,19.42876373,-99.21677697
980755,19.32074452,-99.13658421
987237,19.30871447,-99.10487529
6144813,19.36345035,-99.18384601
6144810,19.36505333,-99.19072253
6144770,19.37260817,-99.26495748
6144501,19.43022452,-99.20884259
6721110,19.3771774,-99.2735329
6144411,19.42960632,-99.20292283
868271,19.41467357,-99.13606683
6144684,19.39745404,-99.17140224
6144568,19.42685452,-99.19453469
6144474,19.50842384,-99.12450997
6769716,19.46557352,-99.08917523
6730603,19.46564883,-99.08972111
6710571,19.44786915,-99.20627763
960146,19.39309412,-99.15480754
921093,19.36600416,-99.26333877
6871361,19.39476637,-99.17382733
6860391,19.39398913,-99.17221839
6144940,19.42910276,-99.16207952
6144481,19.4335823,-99.20997112
6715343,19.42884493,-99.17308586
6144740,19.42592922,-99.17084348
6800125,19.4302677,-99.16487574
898479,19.41187697,-99.14449966
6860443,19.39498665,-99.1809328
689419,19.43830522,-99.21245532
6702091,19.42960588,-99.20292184
6709121,19.3331126,-99.20106017
1060884,19.45769325,-99.15183132
6144805,19.37518275,-99.17631121
6144809,19.36505333,-99.19072253
872695,19.38610198,-99.18387637
6144880,19.39847966,-99.18009024
953614,19.36121458,-99.17183337
6144441,19.28472489,-99.01067997
6144442,19.40393119,-99.17227894
6717000,19.35960979,-99.27923791
714536,19.35220432,-99.10517749
6144546,19.40559566,-99.18241779
6144697,19.29960545,-99.20921009
6477566,19.42418896,-99.16946356
6729795,19.29535875,-99.18022214
6144731,19.22385075,-98.96507191
6144756,19.37329481,-99.13820053
6144729,19.4246349,-99.1602497
6858289,19.42639734,-99.16982419
804428,19.35860906,-99.0788963
6860369,19.42876177,-99.21678088
6144443,19.46768766,-99.12776418
6144444,19.32876,-99.16374937
6858956,19.28256955,-99.17463595
6857213,19.43836155,-99.20997911
1060522,19.37366517,-99.18205192
876710,19.36652941,-99.16332182
6144532,19.43398764,-99.18051684
6144670,19.30105884,-99.16288408
6863245,19.39498014,-99.18092742
6728395,19.33877157,-99.1582643
801685,19.3968119,-99.08434481
6511544,19.40733907,-99.16118607
656475,19.3713372,-99.11339737
816260,19.4763515,-99.06966758
6144739,19.4176994,-99.16325654
6144902,19.47594667,-99.14300299
6770158,19.4685539,-99.14096923
6144472,19.51840577,-99.15981898
694769,19.44298189,-99.08778365
6144622,19.39230901,-99.16471017
866122,19.40680325,-99.16934821
6736491,19.47067511,-99.18579744
6798081,19.37559544,-99.17990308
6858625,19.34379575,-99.16970335
657309,19.36629289,-99.10847548
662025,19.35114933,-99.10641932
1011312,19.44510781,-99.1645096
6144899,19.38782965,-99.17937957
6850319,19.43515465,-99.10396855
683488,19.47576938,-99.15645659
6698054,19.41630395,-99.13116549
6144511,19.35043672,-99.05582246
6144903,19.40301289,-99.15850138
764800,19.43451142,-99.17537939
6879344,19.42847093,-99.16317916
6882187,19.43250747,-99.1479473
6144744,19.41436398,-99.16518949
6509670,19.35860894,-99.13209114
6144908,19.37355077,-99.17621149
6144937,19.43781375,-99.18616063
1055768,19.37213167,-99.20687617
991250,19.30178343,-99.10967503
1060777,19.48318551,-99.2007796
6798719,19.42215472,-99.16186154
6509684,19.38509617,-99.18264997
847116,19.40101899,-99.1643695
6884165,19.4407926,-99.17472746
944135,19.28727374,-98.99600277
655071,19.36976106,-99.11927293
696852,19.42613729,-99.09604972
6144772,19.36649116,-99.21133186
865138,19.44766372,-99.1438263
6144893,19.28142629,-99.16722437
6144802,19.25428534,-99.11474637
762119,19.44161194,-99.1950801
6144947,19.34188848,-99.05478675
6144680,19.40130785,-99.16988489
6860580,19.43467391,-99.17187708
6862895,19.42432817,-99.16851831
6857477,19.44301001,-99.20560161
785736,19.40312069,-99.11475113
6144905,19.35839311,-99.20864646
6144745,19.42097218,-99.16964211
872059,19.40204699,-99.16247139
6717038,19.42768966,-99.16041029
6766432,19.43564534,-99.16372306
6144533,19.43120983,-99.19425378
6144409,19.40218351,-99.16761429
865037,19.40877322,-99.16204383
6739242,19.29475428,-99.16201403
718782,19.38154798,-99.08626911
6314755,19.45058066,-99.17712192
765855,19.42634713,-99.17730349
6226098,19.49544362,-99.21385155
868199,19.41593154,-99.13475852
979693,19.362823,-99.16646049
6316946,19.27620581,-99.24004827
973778,19.37093036,-99.13747253
750213,19.46068656,-99.19667003
6309557,19.48779671,-99.16330867
6497253,19.4009692,-99.09328391
964112,19.39305213,-99.15269445
6318453,19.42185783,-99.13678004
825661,19.35823539,-99.0274866
738204,19.51052982,-99.1501367
6856016,19.48219151,-99.19710955
6736952,19.44527427,-99.08469191
6869634,19.36381234,-99.17938135
6308322,19.39797668,-99.09951004
902962,19.3871785,-99.17261066
747798,19.36515921,-99.08864732
631733,19.42459523,-99.13367344
765934,19.43101735,-99.17645657
690131,19.43446722,-99.18751499
886028,19.44189193,-99.13405091
830809,19.33559958,-99.06108691
720770,19.36156435,-99.08009098
6324654,19.34418907,-99.02890623
1055321,19.30472222,-98.96972222
787093,19.40040619,-99.1098305
865617,19.41413158,-99.16862345
973854,19.36881198,-99.13835885
954470,19.40620489,-99.13935275
823262,19.32564853,-99.07715405
786625,19.40310286,-99.1073685
954497,19.40552046,-99.13971055
842433,19.33115673,-99.03189878
681813,19.49295806,-99.20790403
730844,19.35785251,-99.03353882
6799169,19.33374728,-99.10931162
1033804,19.3767709,-99.22040917
631783,19.28440758,-99.16203468
810974,19.40237002,-99.06822035
739065,19.46024196,-99.17568154
688101,19.45042266,-99.19082641
654808,19.44314876,-99.09493713
794506,19.45342334,-99.10746323
760656,19.43675,-99.21016
6304326,19.45700502,-99.15473059
776382,19.41905508,-99.12152931
6509419,19.40157935,-99.09714336
6314917,19.38573226,-99.18374235
6304714,19.42530546,-99.14223668
6375849,19.35141488,-99.29720847
667573,19.48415297,-99.17448753
803808,19.39046903,-99.07871166
6200070,19.40070098,-99.18699002
877148,19.44817267,-99.15716929
6314304,19.40046256,-99.14551747
976483,19.32834678,-99.11450445
1060716,19.40003433,-99.12200335
660433,19.43135313,-99.10507013
719816,19.37781146,-99.08487907
1038724,19.34935758,-99.22797571
871946,19.3671519,-99.19200877
853443,19.45631817,-99.13370929
6707794,19.43596263,-99.1742296
708701,19.4009499,-99.07816953
683339,19.49938049,-99.17206777
711492,19.40372886,-99.06165763
6314462,19.32429033,-99.21627618
6304353,19.42617775,-99.16822717
6861484,19.40124837,-99.16990359
6259275,19.44400765,-99.16669465
696863,19.42222354,-99.09736185
6323456,19.35924919,-99.27709089
947224,19.31308418,-98.97129963
704346,19.40671917,-99.1190312
931903,19.39282732,-99.18328579
951492,19.4163124,-99.14924061
6775506,19.49051823,-99.1664729
900276,19.41453819,-99.13401583
830846,19.35017907,-99.01564125
732954,19.35465024,-98.99181174
1056531,19.37843595,-99.19819628
693442,19.4511204,-99.11764587
762684,19.43148718,-99.20274225
6756398,19.42649001,-99.14097746
6304914,19.41541802,-99.15754591
896822,19.42465756,-99.14110412
822681,19.33351197,-99.06779919
6307465,19.36423826,-99.094599
758132,19.44555494,-99.17887764
1014138,19.39980374,-99.21211437
6347873,19.32405578,-99.07938658
656508,19.37082575,-99.11697894
725524,19.3215092,-99.08079739
682977,19.47891586,-99.19610694
639669,19.49616638,-99.21360163
664535,19.48362711,-99.1565353
908115,19.32998869,-99.12061514
901097,19.40439404,-99.13897834
884716,19.46121279,-99.15284983
6314446,19.39262326,-99.20248046
996703,19.43545007,-99.13700582
862220,19.28487705,-99.13112996
1042944,19.42440078,-99.13432989
6314902,19.36483435,-99.19059112
6811492,19.42411482,-99.13485048
6232558,19.29850634,-99.10967748
789802,19.39553577,-99.11488234
664549,19.48095053,-99.16485128
760517,19.44554269,-99.21488937
858114,19.29642982,-99.1747189
657344,19.36450644,-99.10746521
801704,19.39402228,-99.08526073
6861423,19.39607012,-99.12357905
1044457,19.42329494,-99.13071802
1017870,19.42655011,-99.13921039
6810828,19.3758753,-99.07097952
721514,19.3651235,-99.09257263
850410,19.27872148,-99.22814523
6357097,19.40603956,-99.23871259
6313174,19.32582294,-99.17181322
1041508,19.32945308,-99.24828821
661820,19.35589618,-99.10816374
935055,19.29744862,-99.13111891
1060938,19.39825427,-99.12969959
811074,19.40106113,-99.07390187
708879,19.40117064,-99.07377049
787069,19.40232969,-99.11052732
804010,19.39841099,-99.08167056
973851,19.36881198,-99.13835885
6804934,19.36565955,-99.08175995
862487,19.28964518,-99.12158477
6881244,19.30570802,-99.16936897
6712294,19.39929723,-99.18512992
6804944,19.38690298,-99.05148152
776377,19.41899973,-99.1216226
943497,19.30340211,-99.04044753
845626,19.47466765,-99.08053875
718496,19.38763605,-99.08999351
649489,19.4839237,-99.18673835
664557,19.47976469,-99.16291458
991228,19.30334814,-99.10856765
872047,19.45943113,-99.16240122
6862516,19.43266468,-99.11881831
743678,19.47875003,-99.15135142
825615,19.35936406,-99.02620395
743825,19.47192988,-99.15004844
718478,19.3824434,-99.08634481
676953,19.47052259,-99.11404912
6873765,19.36538112,-99.08029571
1042549,19.42414549,-99.13710562
802728,19.39144263,-99.0802572
973788,19.37282394,-99.14015175
892087,19.42622555,-99.13522418
6316092,19.36668263,-99.10590968
6258371,19.38962302,-99.21066875
1030264,19.43308879,-99.15057131
727426,19.28614621,-99.06835726
6750800,19.47543578,-99.17722648
1042926,19.42520628,-99.13424306
903205,19.38763444,-99.1411005
862881,19.29793742,-99.10966578
1007324,19.27108755,-99.18043091
686291,19.444256,-99.16810916
947593,19.25746757,-99.00766106
812140,19.39807131,-99.07181496
754602,19.4099308,-99.12326319
876108,19.41003979,-99.13963202
970485,19.34163587,-99.14735778
738113,19.41683148,-99.08674133
764284,19.5032365,-99.08705857
6306048,19.40114898,-99.07955571
6318187,19.29704612,-99.23840657
704366,19.40623162,-99.11382888
939357,19.24548935,-99.01378874
858344,19.30104405,-99.16381837
938481,19.23919791,-99.07056153
652356,19.47478719,-99.21112112
663041,19.42255687,-99.09813555
1042927,19.42546046,-99.13312877
913406,19.28583625,-99.21883947
928904,19.33604207,-99.20911848
1042576,19.42505146,-99.13552759
1042886,19.42510649,-99.13480678
1030470,19.43079244,-99.14669548
874609,19.42510649,-99.13480678
896990,19.42387386,-99.13088363
6313181,19.31622886,-99.13521575
667058,19.41946293,-99.09085143
747151,19.42361975,-99.10120728
891635,19.42923749,-99.13355467
6257051,19.42539803,-99.14471882
673611,19.4766324,-99.14321772
809153,19.49441541,-99.07079194
759501,19.4991535,-99.09191782
835252,19.31501118,-99.0607215
851723,19.27171443,-99.24300271
6325335,19.4662523,-99.12535316
901262,19.40248737,-99.13826456
6769088,19.35349448,-99.09647245
6317509,19.42664032,-99.14264014
873760,19.38258572,-99.19141465
6756153,19.36711522,-99.19201286
1026884,19.18320233,-99.07558062
6304396,19.44373477,-99.15438853
6259034,19.44473141,-99.21642619
660590,19.51744334,-99.13392291
697439,19.42565277,-99.10614233
6702527,19.36310739,-99.1050208
712963,19.3664023,-99.10414082
6306671,19.44294104,-99.1067934
721051,19.36675876,-99.07008298
6509430,19.50597529,-99.14944021
755151,19.45820522,-99.18295992
6861140,19.40274081,-99.11219902
980824,19.44268766,-99.13711877
823338,19.3247886,-99.0783771
6334918,19.3785498,-99.18908947
789333,19.47803144,-99.11252921
6857697,19.44449043,-99.19001907
6310021,19.38171468,-99.08672771
641049,19.49352169,-99.20148242
654179,19.44332611,-99.08757632
703995,19.42246925,-99.10831259
750691,19.46061969,-99.21369073
1060472,19.43043814,-99.13601506
6318449,19.42578059,-99.13323727
713848,19.35095713,-99.10672922
6698101,19.42107484,-99.13969684
845560,19.47236935,-99.09086709
814873,19.47144677,-99.07192309
6313259,19.36921149,-99.10518421
6318509,19.37890118,-99.19658041
6232040,19.47738376,-99.11792158
876697,19.40828765,-99.14573988
6257461,19.46019907,-99.17494856
6257915,19.3542639,-99.14757265
788011,19.4627905,-99.12113393
6349662,19.50285934,-99.14957562
807813,19.35279676,-99.09569015
6810831,19.36359549,-99.18754703
732115,19.3504472,-99.03256777
896862,19.42465756,-99.14110412
705670,19.40874153,-99.12595523
1045842,19.45853156,-99.14887262
6766487,19.41507434,-99.13282164
776287,19.40251589,-99.1786724
1017852,19.42655011,-99.13921039
6882167,19.4903524,-99.17581188
749164,19.41592229,-99.09051219
765406,19.44138919,-99.17112074
652843,19.36398184,-99.1374338
6796599,19.40240699,-99.09573977
1045875,19.46220372,-99.14918162
6323760,19.36567644,-99.19656126
1041325,19.33662161,-99.23707316
963604,19.3762118,-99.14570997
1043085,19.42150139,-99.13795076
6324957,19.46399286,-99.13030071
927524,19.3542339,-99.20137335
823031,19.32434953,-99.08677783
6306656,19.4321182,-99.20284128
873114,19.36918893,-99.14510472
788473,19.39387763,-99.10352327
1042437,19.42599345,-99.13559963
1060976,19.43211738,-99.10007732
962318,19.40032486,-99.14078177
6776775,19.48171889,-99.18181956
890417,19.43240751,-99.14402045
1000990,19.43634472,-99.13614646
871362,19.38865327,-99.18930794
856914,19.29572711,-99.18451607
896841,19.42537586,-99.13442266
6886772,19.28667179,-99.05986717
6728461,19.40956301,-99.13582037
648278,19.49256528,-99.18742586
6760442,19.31422711,-99.24547176
850839,19.45926085,-99.12408292
651602,19.36998143,-99.12723986
692626,19.40512215,-99.19702683
6736457,19.46470601,-99.16512558
865356,19.41428916,-99.16596074
804018,19.39851262,-99.08285726
6725550,19.36198691,-99.08395835
6315058,19.44450348,-99.21467028
6740696,19.34736937,-99.2023695
689639,19.43234488,-99.20376813
6732835,19.4103912,-99.17474308
6497252,19.50117191,-99.09599645
6309432,19.48181397,-99.07198669
1006600,19.28042915,-99.18415968
1024142,19.31726369,-99.24733847
896824,19.42465756,-99.14110412
680744,19.50004965,-99.19482978
6314799,19.44784727,-99.21896958
1053598,19.21986322,-99.20322882
897512,19.41884611,-99.14046283
1027112,19.39101548,-99.19138822
684686,19.46932186,-99.1530871
744079,19.42469692,-99.10621807
6307063,19.41191891,-99.05897919
1019068,19.42705028,-99.13812729
1045873,19.4614486,-99.14856694
1046683,19.29883801,-99.05518178
843216,19.28745372,-99.06799145
706452,19.40336119,-99.10913878
